user_id,assignment_group,listener_cohort,market,primary_device,baseline_session_min,baseline_discovery_index,baseline_genre_diversity_index,assignment_date
u_01184,treatment_ai_dj,mood_context_listener,US,speaker,44.9,0.492,0.339,2026-05-01
u_01185,control_standard_recs,discovery_seeker,US,mobile,37.2,0.562,0.455,2026-05-01
u_01186,treatment_ai_dj,discovery_seeker,US,mobile,32.5,0.834,0.803,2026-05-01
u_01187,treatment_ai_dj,discovery_seeker,US,car,50.2,0.235,0.623,2026-05-01
u_01188,control_standard_recs,heavy_playlist_user,AU,mobile,40.2,0.517,0.163,2026-05-01
u_01189,control_standard_recs,casual_listener,UK,desktop,38.6,0.569,0.215,2026-05-01
u_01190,treatment_ai_dj,casual_listener,CA,mobile,47.4,0.329,0.787,2026-05-01
u_01191,control_standard_recs,mood_context_listener,US,desktop,33.5,0.707,0.086,2026-05-01
u_01192,treatment_ai_dj,casual_listener,US,mobile,56.8,0.388,0.333,2026-05-01
u_01193,control_standard_recs,genre_loyalist,US,car,28.5,0.527,0.79,2026-05-01
u_01194,treatment_ai_dj,genre_loyalist,US,desktop,45.9,0.728,0.558,2026-05-01
u_01195,control_standard_recs,genre_loyalist,US,speaker,55.2,0.531,0.801,2026-05-01
u_01196,treatment_ai_dj,genre_loyalist,UK,desktop,21.5,0.574,0.559,2026-05-01
u_01197,treatment_ai_dj,casual_listener,US,desktop,33.9,0.062,0.352,2026-05-01
u_01198,treatment_ai_dj,genre_loyalist,CA,mobile,51.7,0.225,0.505,2026-05-01
u_01199,treatment_ai_dj,discovery_seeker,US,speaker,51.9,0.509,0.231,2026-05-01
u_01200,control_standard_recs,heavy_playlist_user,US,car,35.9,0.396,0.537,2026-05-01
u_01201,treatment_ai_dj,casual_listener,UK,mobile,29.2,0.581,0.525,2026-05-01
u_01202,control_standard_recs,genre_loyalist,US,car,49.5,0.222,0.029,2026-05-01
u_01203,control_standard_recs,casual_listener,AU,desktop,52.2,0.199,0.21,2026-05-01
u_01204,control_standard_recs,discovery_seeker,UK,mobile,24.0,0.102,0.087,2026-05-01
u_01205,control_standard_recs,casual_listener,US,mobile,23.6,0.77,0.62,2026-05-01
u_01206,treatment_ai_dj,casual_listener,IE,mobile,40.7,0.706,0.746,2026-05-01
u_01207,treatment_ai_dj,heavy_playlist_user,US,mobile,45.6,0.208,0.207,2026-05-01
u_01208,control_standard_recs,discovery_seeker,US,mobile,34.4,0.441,0.02,2026-05-01
u_01209,control_standard_recs,mood_context_listener,UK,mobile,46.2,0.377,0.595,2026-05-01
u_01210,treatment_ai_dj,mood_context_listener,US,mobile,29.5,0.262,0.424,2026-05-01
u_01211,control_standard_recs,genre_loyalist,CA,mobile,12.6,0.218,0.741,2026-05-01
u_01212,control_standard_recs,casual_listener,CA,car,32.9,0.259,0.305,2026-05-01
u_01213,control_standard_recs,discovery_seeker,IE,mobile,38.8,0.667,0.483,2026-05-01
u_01214,treatment_ai_dj,heavy_playlist_user,US,mobile,34.7,0.722,0.226,2026-05-01
u_01215,treatment_ai_dj,discovery_seeker,US,mobile,24.1,0.636,0.872,2026-05-01
u_01216,control_standard_recs,casual_listener,CA,mobile,16.2,0.459,0.791,2026-05-01
u_01217,control_standard_recs,genre_loyalist,US,speaker,31.8,0.213,0.741,2026-05-01
u_01218,treatment_ai_dj,mood_context_listener,US,mobile,48.8,0.414,0.39,2026-05-01
u_01219,treatment_ai_dj,heavy_playlist_user,US,speaker,53.1,0.754,0.522,2026-05-01
u_01220,control_standard_recs,casual_listener,US,mobile,52.3,0.554,0.068,2026-05-01
u_01221,treatment_ai_dj,heavy_playlist_user,US,mobile,28.2,0.148,0.306,2026-05-01
u_01222,control_standard_recs,casual_listener,AU,mobile,24.2,0.418,0.251,2026-05-01
u_01223,control_standard_recs,casual_listener,AU,mobile,44.0,0.167,0.58,2026-05-01
u_01224,treatment_ai_dj,mood_context_listener,US,mobile,45.6,0.575,0.612,2026-05-01
u_01225,control_standard_recs,discovery_seeker,US,mobile,42.8,0.248,0.614,2026-05-01
u_01226,treatment_ai_dj,discovery_seeker,US,mobile,13.8,0.275,0.504,2026-05-01
u_01227,control_standard_recs,casual_listener,AU,mobile,27.6,0.548,0.54,2026-05-01
u_01228,control_standard_recs,mood_context_listener,US,car,37.6,0.051,0.529,2026-05-01
u_01229,treatment_ai_dj,heavy_playlist_user,UK,mobile,43.8,0.279,0.533,2026-05-01
u_01230,control_standard_recs,genre_loyalist,US,mobile,47.2,0.201,0.323,2026-05-01
u_01231,treatment_ai_dj,heavy_playlist_user,UK,mobile,39.7,0.295,0.256,2026-05-01
u_01232,control_standard_recs,casual_listener,US,desktop,42.0,0.485,0.503,2026-05-01
u_01233,control_standard_recs,discovery_seeker,CA,mobile,39.0,0.611,0.118,2026-05-01
u_01234,control_standard_recs,discovery_seeker,US,speaker,46.2,0.727,0.567,2026-05-01
u_01235,treatment_ai_dj,casual_listener,UK,car,41.8,0.472,0.715,2026-05-01
u_01236,control_standard_recs,genre_loyalist,US,mobile,38.8,0.581,0.317,2026-05-01
u_01237,treatment_ai_dj,mood_context_listener,UK,mobile,34.8,0.286,0.591,2026-05-01
u_01238,control_standard_recs,casual_listener,AU,mobile,39.0,0.047,0.726,2026-05-01
u_01239,treatment_ai_dj,discovery_seeker,US,desktop,43.8,0.413,0.113,2026-05-01
u_01240,control_standard_recs,casual_listener,AU,mobile,41.2,0.454,0.283,2026-05-01
u_01241,treatment_ai_dj,casual_listener,UK,mobile,42.6,0.331,0.241,2026-05-01
u_01242,treatment_ai_dj,mood_context_listener,US,mobile,54.1,0.427,0.337,2026-05-01
u_01243,treatment_ai_dj,genre_loyalist,US,desktop,41.2,0.385,0.617,2026-05-01
u_01244,treatment_ai_dj,genre_loyalist,US,mobile,30.2,0.31,0.703,2026-05-01
u_01245,treatment_ai_dj,heavy_playlist_user,UK,mobile,48.6,0.518,0.126,2026-05-01
u_01246,treatment_ai_dj,casual_listener,CA,desktop,21.6,0.594,0.373,2026-05-01
u_01247,control_standard_recs,genre_loyalist,US,mobile,25.0,0.556,0.09,2026-05-01
u_01248,control_standard_recs,discovery_seeker,US,speaker,42.0,0.45,0.847,2026-05-01
u_01249,treatment_ai_dj,genre_loyalist,CA,mobile,44.2,0.344,0.854,2026-05-01
u_01250,treatment_ai_dj,mood_context_listener,AU,speaker,23.1,0.16,0.362,2026-05-01
u_01251,treatment_ai_dj,heavy_playlist_user,US,desktop,33.4,0.464,0.127,2026-05-01
u_01252,control_standard_recs,discovery_seeker,IE,mobile,30.7,0.585,0.318,2026-05-01
u_01253,control_standard_recs,heavy_playlist_user,US,desktop,32.2,0.248,0.102,2026-05-01
u_01254,control_standard_recs,casual_listener,US,mobile,49.3,0.551,0.462,2026-05-01
u_01255,treatment_ai_dj,casual_listener,AU,car,46.5,0.28,0.435,2026-05-01
u_01256,control_standard_recs,casual_listener,US,mobile,37.8,0.843,0.636,2026-05-01
u_01257,control_standard_recs,discovery_seeker,US,desktop,31.4,0.234,0.399,2026-05-01
u_01258,control_standard_recs,genre_loyalist,US,mobile,21.8,0.232,0.24,2026-05-01
u_01259,control_standard_recs,genre_loyalist,AU,car,55.0,0.611,0.259,2026-05-01
u_01260,treatment_ai_dj,mood_context_listener,CA,mobile,45.1,0.3,0.233,2026-05-01
u_01261,control_standard_recs,genre_loyalist,US,car,29.5,0.714,0.479,2026-05-01
u_01262,treatment_ai_dj,genre_loyalist,US,car,46.6,0.502,0.558,2026-05-01
u_01263,control_standard_recs,casual_listener,US,mobile,37.2,0.669,0.559,2026-05-01
u_01264,control_standard_recs,casual_listener,US,speaker,34.6,0.249,0.738,2026-05-01
u_01265,control_standard_recs,genre_loyalist,US,car,43.2,0.304,0.461,2026-05-01
u_01266,control_standard_recs,discovery_seeker,CA,mobile,29.1,0.107,0.395,2026-05-01
u_01267,control_standard_recs,heavy_playlist_user,US,mobile,33.9,0.397,0.766,2026-05-01
u_01268,control_standard_recs,casual_listener,US,mobile,39.5,0.456,0.546,2026-05-01
u_01269,treatment_ai_dj,casual_listener,US,mobile,32.0,0.703,0.123,2026-05-01
u_01270,control_standard_recs,discovery_seeker,US,mobile,46.0,0.117,0.686,2026-05-01
u_01271,treatment_ai_dj,casual_listener,IE,mobile,60.4,0.529,0.137,2026-05-01
u_01272,treatment_ai_dj,casual_listener,US,mobile,28.9,0.513,0.391,2026-05-01
u_01273,treatment_ai_dj,heavy_playlist_user,US,mobile,18.0,0.21,0.581,2026-05-01
u_01274,control_standard_recs,casual_listener,US,mobile,14.0,0.479,0.382,2026-05-01
u_01275,control_standard_recs,genre_loyalist,US,speaker,36.2,0.521,0.241,2026-05-01
u_01276,control_standard_recs,discovery_seeker,US,desktop,30.0,0.376,0.425,2026-05-01
u_01277,control_standard_recs,casual_listener,US,mobile,40.5,0.119,0.678,2026-05-01
u_01278,treatment_ai_dj,discovery_seeker,US,desktop,39.6,0.719,0.272,2026-05-01
u_01279,control_standard_recs,heavy_playlist_user,US,desktop,18.8,0.741,0.357,2026-05-01
u_01280,control_standard_recs,discovery_seeker,US,car,16.2,0.839,0.888,2026-05-01
u_01281,treatment_ai_dj,heavy_playlist_user,US,mobile,41.6,0.604,0.302,2026-05-01
u_01282,treatment_ai_dj,casual_listener,IE,mobile,39.6,0.355,0.38,2026-05-01
u_01283,treatment_ai_dj,heavy_playlist_user,US,car,32.9,0.435,0.907,2026-05-01
u_01284,control_standard_recs,casual_listener,US,car,18.1,0.478,0.611,2026-05-01
u_01285,control_standard_recs,heavy_playlist_user,US,desktop,43.7,0.633,0.717,2026-05-01
u_01286,treatment_ai_dj,genre_loyalist,US,speaker,53.3,0.466,0.381,2026-05-01
u_01287,control_standard_recs,mood_context_listener,CA,mobile,41.3,0.223,0.536,2026-05-01
u_01288,control_standard_recs,discovery_seeker,US,mobile,27.8,0.213,0.837,2026-05-01
u_01289,control_standard_recs,casual_listener,UK,mobile,38.5,0.684,0.677,2026-05-01
u_01290,control_standard_recs,casual_listener,US,mobile,21.6,0.141,0.569,2026-05-01
u_01291,control_standard_recs,heavy_playlist_user,US,speaker,50.7,0.588,0.346,2026-05-01
u_01292,control_standard_recs,genre_loyalist,CA,mobile,39.0,0.301,0.426,2026-05-01
u_01293,treatment_ai_dj,heavy_playlist_user,US,mobile,16.8,0.068,0.628,2026-05-01
u_01294,treatment_ai_dj,casual_listener,US,car,34.4,0.557,0.403,2026-05-01
u_01295,treatment_ai_dj,discovery_seeker,US,mobile,43.6,0.47,0.307,2026-05-01
u_01296,control_standard_recs,casual_listener,CA,car,34.0,0.417,0.668,2026-05-01
u_01297,control_standard_recs,mood_context_listener,US,car,34.7,0.299,0.733,2026-05-01
u_01298,control_standard_recs,heavy_playlist_user,AU,mobile,23.3,0.79,0.474,2026-05-01
u_01299,treatment_ai_dj,mood_context_listener,US,mobile,44.8,0.423,0.275,2026-05-01
u_01300,treatment_ai_dj,discovery_seeker,AU,mobile,30.2,0.362,0.706,2026-05-01
u_01301,control_standard_recs,genre_loyalist,US,mobile,12.1,0.261,0.5,2026-05-01
u_01302,treatment_ai_dj,heavy_playlist_user,CA,mobile,33.5,0.205,0.242,2026-05-01
u_01303,control_standard_recs,discovery_seeker,US,mobile,49.8,0.542,0.873,2026-05-01
u_01304,treatment_ai_dj,mood_context_listener,AU,car,33.4,0.336,0.614,2026-05-01
u_01305,treatment_ai_dj,mood_context_listener,US,mobile,58.9,0.025,0.262,2026-05-01
u_01306,treatment_ai_dj,mood_context_listener,US,desktop,43.1,0.263,0.223,2026-05-01
u_01307,treatment_ai_dj,heavy_playlist_user,US,mobile,42.1,0.642,0.314,2026-05-01
u_01308,treatment_ai_dj,discovery_seeker,US,desktop,36.5,0.565,0.573,2026-05-01
u_01309,control_standard_recs,discovery_seeker,US,car,37.2,0.271,0.328,2026-05-01
u_01310,treatment_ai_dj,mood_context_listener,IE,mobile,34.8,0.621,0.614,2026-05-01
u_01311,control_standard_recs,casual_listener,IE,mobile,34.4,0.692,0.528,2026-05-01
u_01312,treatment_ai_dj,heavy_playlist_user,US,desktop,44.4,0.756,0.271,2026-05-01
u_01313,treatment_ai_dj,heavy_playlist_user,AU,desktop,26.8,0.661,0.359,2026-05-01
u_01314,treatment_ai_dj,genre_loyalist,US,desktop,25.1,0.382,0.328,2026-05-01
u_01315,control_standard_recs,mood_context_listener,US,mobile,24.5,0.515,0.385,2026-05-01
u_01316,treatment_ai_dj,discovery_seeker,UK,mobile,62.5,0.478,0.228,2026-05-01
u_01317,treatment_ai_dj,discovery_seeker,UK,car,44.4,0.683,0.278,2026-05-01
u_01318,treatment_ai_dj,casual_listener,IE,car,41.7,0.497,0.247,2026-05-01
u_01319,control_standard_recs,discovery_seeker,US,mobile,25.3,0.144,0.489,2026-05-01
u_01320,control_standard_recs,discovery_seeker,UK,speaker,45.5,0.076,0.426,2026-05-01
u_01321,control_standard_recs,discovery_seeker,US,mobile,36.6,0.607,0.733,2026-05-01
u_01322,control_standard_recs,heavy_playlist_user,US,mobile,40.6,0.335,0.719,2026-05-01
u_01323,treatment_ai_dj,mood_context_listener,US,mobile,26.3,0.416,0.478,2026-05-01
u_01324,control_standard_recs,casual_listener,IE,mobile,39.9,0.159,0.58,2026-05-01
u_01325,treatment_ai_dj,discovery_seeker,CA,mobile,32.9,0.087,0.642,2026-05-01
u_01326,control_standard_recs,mood_context_listener,CA,mobile,28.8,0.559,0.201,2026-05-01
u_01327,control_standard_recs,casual_listener,US,mobile,46.8,0.716,0.476,2026-05-01
u_01328,treatment_ai_dj,casual_listener,US,speaker,19.5,0.429,0.5,2026-05-01
u_01329,treatment_ai_dj,casual_listener,US,desktop,44.8,0.528,0.663,2026-05-01
u_01330,control_standard_recs,genre_loyalist,US,desktop,46.2,0.374,0.419,2026-05-01
u_01331,treatment_ai_dj,casual_listener,US,car,27.4,0.608,0.689,2026-05-01
u_01332,treatment_ai_dj,mood_context_listener,CA,mobile,28.2,0.606,0.271,2026-05-01
u_01333,control_standard_recs,discovery_seeker,US,mobile,35.3,0.625,0.848,2026-05-01
u_01334,treatment_ai_dj,genre_loyalist,US,speaker,41.4,0.47,0.589,2026-05-01
u_01335,treatment_ai_dj,discovery_seeker,US,mobile,36.2,0.258,0.701,2026-05-01
u_01336,treatment_ai_dj,genre_loyalist,US,mobile,43.2,0.387,0.155,2026-05-01
u_01337,control_standard_recs,heavy_playlist_user,US,mobile,59.2,0.582,0.589,2026-05-01
u_01338,treatment_ai_dj,heavy_playlist_user,AU,speaker,31.9,0.475,0.791,2026-05-01
u_01339,control_standard_recs,heavy_playlist_user,UK,mobile,17.4,0.301,0.295,2026-05-01
u_01340,control_standard_recs,genre_loyalist,CA,speaker,47.9,0.545,0.563,2026-05-01
u_01341,control_standard_recs,mood_context_listener,US,desktop,58.2,0.312,0.455,2026-05-01
u_01342,control_standard_recs,heavy_playlist_user,US,desktop,42.7,0.345,0.421,2026-05-01
u_01343,treatment_ai_dj,heavy_playlist_user,US,speaker,24.9,0.576,0.456,2026-05-01
u_01344,treatment_ai_dj,casual_listener,AU,desktop,36.5,0.613,0.184,2026-05-01
u_01345,treatment_ai_dj,casual_listener,CA,mobile,24.6,0.214,0.566,2026-05-01
u_01346,control_standard_recs,casual_listener,US,mobile,45.7,0.533,0.27,2026-05-01
u_01347,control_standard_recs,heavy_playlist_user,US,speaker,21.8,0.28,0.622,2026-05-01
u_01348,control_standard_recs,discovery_seeker,US,mobile,34.4,0.356,0.675,2026-05-01
u_01349,treatment_ai_dj,discovery_seeker,UK,mobile,25.9,0.091,0.374,2026-05-01
u_01350,control_standard_recs,mood_context_listener,IE,mobile,39.5,0.735,0.601,2026-05-01
u_01351,treatment_ai_dj,mood_context_listener,US,car,33.6,0.698,0.889,2026-05-01
u_01352,treatment_ai_dj,mood_context_listener,US,mobile,40.1,0.768,0.498,2026-05-01
u_01353,control_standard_recs,discovery_seeker,US,desktop,38.3,0.573,0.418,2026-05-01
u_01354,treatment_ai_dj,heavy_playlist_user,US,mobile,26.2,0.3,0.325,2026-05-01
u_01355,control_standard_recs,discovery_seeker,US,mobile,45.5,0.415,0.494,2026-05-01
u_01356,treatment_ai_dj,casual_listener,US,desktop,37.4,0.184,0.173,2026-05-01
u_01357,treatment_ai_dj,casual_listener,CA,mobile,26.1,0.664,0.513,2026-05-01
u_01358,control_standard_recs,discovery_seeker,CA,desktop,64.9,0.455,0.407,2026-05-01
u_01359,control_standard_recs,discovery_seeker,US,speaker,43.7,0.438,0.264,2026-05-01
u_01360,treatment_ai_dj,heavy_playlist_user,CA,speaker,36.2,0.565,0.197,2026-05-01
u_01361,treatment_ai_dj,casual_listener,US,mobile,55.0,0.294,0.296,2026-05-01
u_01362,control_standard_recs,heavy_playlist_user,US,speaker,60.1,0.282,0.213,2026-05-01
u_01363,treatment_ai_dj,genre_loyalist,US,desktop,36.3,0.248,0.643,2026-05-01
u_01364,treatment_ai_dj,discovery_seeker,US,speaker,42.2,0.375,0.099,2026-05-01
u_01365,treatment_ai_dj,genre_loyalist,US,mobile,26.1,0.334,0.146,2026-05-01
u_01366,control_standard_recs,discovery_seeker,US,mobile,36.2,0.35,0.694,2026-05-01
u_01367,treatment_ai_dj,genre_loyalist,US,car,35.6,0.519,0.28,2026-05-01
u_01368,treatment_ai_dj,discovery_seeker,IE,speaker,40.2,0.676,0.713,2026-05-01
u_01369,control_standard_recs,casual_listener,US,mobile,42.0,0.608,0.154,2026-05-01
u_01370,control_standard_recs,casual_listener,US,mobile,44.7,0.643,0.772,2026-05-01
u_01371,treatment_ai_dj,genre_loyalist,US,mobile,40.9,0.399,0.455,2026-05-01
u_01372,control_standard_recs,mood_context_listener,UK,mobile,23.5,0.53,0.613,2026-05-01
u_01373,treatment_ai_dj,discovery_seeker,US,mobile,26.7,0.297,0.355,2026-05-01
u_01374,control_standard_recs,heavy_playlist_user,CA,mobile,31.4,0.745,0.22,2026-05-01
u_01375,control_standard_recs,genre_loyalist,US,speaker,34.6,0.375,0.438,2026-05-01
u_01376,treatment_ai_dj,mood_context_listener,US,mobile,50.6,0.682,0.649,2026-05-01
u_01377,control_standard_recs,heavy_playlist_user,US,desktop,24.0,0.461,0.27,2026-05-01
u_01378,treatment_ai_dj,genre_loyalist,US,mobile,33.7,0.372,0.109,2026-05-01
u_01379,control_standard_recs,genre_loyalist,US,mobile,49.4,0.536,0.41,2026-05-01
u_01380,treatment_ai_dj,mood_context_listener,US,mobile,34.4,0.72,0.275,2026-05-01
u_01381,control_standard_recs,discovery_seeker,UK,mobile,43.5,0.288,0.577,2026-05-01
u_01382,control_standard_recs,discovery_seeker,US,speaker,36.3,0.366,0.554,2026-05-01
u_01383,treatment_ai_dj,casual_listener,US,speaker,41.1,0.182,0.19,2026-05-01
u_01384,control_standard_recs,heavy_playlist_user,IE,mobile,35.3,0.689,0.704,2026-05-01
u_01385,treatment_ai_dj,heavy_playlist_user,US,mobile,46.0,0.225,0.588,2026-05-01
u_01386,control_standard_recs,casual_listener,CA,mobile,19.5,0.771,0.602,2026-05-01
u_01387,treatment_ai_dj,genre_loyalist,CA,speaker,33.6,0.717,0.565,2026-05-01
u_01388,control_standard_recs,genre_loyalist,US,speaker,41.6,0.237,0.572,2026-05-01
u_01389,treatment_ai_dj,casual_listener,US,mobile,44.4,0.281,0.731,2026-05-01
u_01390,control_standard_recs,mood_context_listener,US,desktop,55.9,0.639,0.8,2026-05-01
u_01391,control_standard_recs,casual_listener,UK,speaker,33.3,0.436,0.539,2026-05-01
u_01392,control_standard_recs,casual_listener,UK,mobile,55.8,0.035,0.572,2026-05-01
u_01393,control_standard_recs,genre_loyalist,CA,mobile,30.1,0.388,0.43,2026-05-01
u_01394,treatment_ai_dj,heavy_playlist_user,AU,car,53.9,0.426,0.185,2026-05-01
u_01395,control_standard_recs,casual_listener,UK,desktop,47.8,0.598,0.584,2026-05-01
u_01396,treatment_ai_dj,genre_loyalist,US,mobile,27.0,0.209,0.558,2026-05-01
u_01397,control_standard_recs,genre_loyalist,US,mobile,41.7,0.872,0.517,2026-05-01
u_01398,control_standard_recs,casual_listener,AU,mobile,37.4,0.614,0.729,2026-05-01
u_01399,treatment_ai_dj,casual_listener,US,mobile,45.5,0.836,0.126,2026-05-01
u_01400,treatment_ai_dj,genre_loyalist,US,desktop,35.3,0.504,0.661,2026-05-01
u_01401,control_standard_recs,discovery_seeker,UK,mobile,34.3,0.037,0.207,2026-05-01
u_01402,control_standard_recs,mood_context_listener,US,desktop,54.4,0.397,0.585,2026-05-01
u_01403,control_standard_recs,heavy_playlist_user,AU,speaker,36.8,0.503,0.113,2026-05-01
u_01404,treatment_ai_dj,mood_context_listener,UK,mobile,47.9,0.119,0.564,2026-05-01
u_01405,treatment_ai_dj,discovery_seeker,US,mobile,35.3,0.11,0.931,2026-05-01
u_01406,control_standard_recs,mood_context_listener,IE,mobile,58.0,0.602,0.352,2026-05-01
u_01407,treatment_ai_dj,discovery_seeker,US,desktop,29.9,0.174,0.431,2026-05-01
u_01408,treatment_ai_dj,discovery_seeker,US,mobile,30.6,0.602,0.618,2026-05-01
u_01409,treatment_ai_dj,casual_listener,US,desktop,56.3,0.396,0.534,2026-05-01
u_01410,treatment_ai_dj,casual_listener,US,speaker,32.7,0.632,0.259,2026-05-01
u_01411,control_standard_recs,heavy_playlist_user,US,mobile,57.2,0.452,0.505,2026-05-01
u_01412,control_standard_recs,discovery_seeker,US,car,48.7,0.533,0.446,2026-05-01
u_01413,control_standard_recs,casual_listener,US,car,36.1,0.175,0.625,2026-05-01
u_01414,control_standard_recs,genre_loyalist,US,mobile,16.2,0.633,0.69,2026-05-01
u_01415,treatment_ai_dj,discovery_seeker,CA,mobile,37.8,0.854,0.619,2026-05-01
u_01416,treatment_ai_dj,genre_loyalist,CA,car,39.2,0.551,0.727,2026-05-01
u_01417,control_standard_recs,discovery_seeker,US,car,52.0,0.121,0.363,2026-05-01
u_01418,control_standard_recs,heavy_playlist_user,US,mobile,57.1,0.266,0.802,2026-05-01
u_01419,control_standard_recs,heavy_playlist_user,US,mobile,29.8,0.619,0.479,2026-05-01
u_01420,treatment_ai_dj,genre_loyalist,US,mobile,47.6,0.588,0.569,2026-05-01
u_01421,control_standard_recs,discovery_seeker,CA,car,47.2,0.69,0.72,2026-05-01
u_01422,treatment_ai_dj,discovery_seeker,UK,mobile,50.9,0.254,0.392,2026-05-01
u_01423,control_standard_recs,heavy_playlist_user,US,mobile,44.0,0.2,0.521,2026-05-01
u_01424,control_standard_recs,discovery_seeker,US,speaker,14.7,0.194,0.594,2026-05-01
u_01425,treatment_ai_dj,casual_listener,US,mobile,36.1,0.34,0.821,2026-05-01
u_01426,treatment_ai_dj,casual_listener,UK,desktop,24.1,0.363,0.296,2026-05-01
u_01427,control_standard_recs,genre_loyalist,US,mobile,35.6,0.704,0.151,2026-05-01
u_01428,treatment_ai_dj,genre_loyalist,IE,speaker,49.8,0.4,0.482,2026-05-01
u_01429,treatment_ai_dj,mood_context_listener,CA,mobile,41.7,0.504,0.52,2026-05-01
u_01430,treatment_ai_dj,casual_listener,US,desktop,51.8,0.626,0.063,2026-05-01
u_01431,control_standard_recs,discovery_seeker,US,desktop,42.1,0.477,0.625,2026-05-01
u_01432,treatment_ai_dj,heavy_playlist_user,AU,mobile,22.4,0.501,0.067,2026-05-01
u_01433,control_standard_recs,heavy_playlist_user,US,mobile,8.0,0.133,0.443,2026-05-01
u_01434,treatment_ai_dj,discovery_seeker,US,mobile,39.8,0.43,0.621,2026-05-01
u_01435,control_standard_recs,discovery_seeker,US,mobile,35.4,0.77,0.256,2026-05-01
u_01436,control_standard_recs,discovery_seeker,AU,speaker,26.3,0.412,0.601,2026-05-01
u_01437,control_standard_recs,mood_context_listener,UK,speaker,17.6,0.273,0.474,2026-05-01
u_01438,treatment_ai_dj,casual_listener,UK,mobile,29.2,0.332,0.479,2026-05-01
u_01439,control_standard_recs,mood_context_listener,AU,desktop,35.7,0.478,0.572,2026-05-01
u_01440,treatment_ai_dj,heavy_playlist_user,AU,desktop,46.0,0.508,0.504,2026-05-01
u_01441,treatment_ai_dj,genre_loyalist,AU,speaker,40.3,0.464,0.707,2026-05-01
u_01442,control_standard_recs,casual_listener,US,mobile,57.3,0.524,0.571,2026-05-01
u_01443,treatment_ai_dj,genre_loyalist,US,mobile,25.6,0.703,0.631,2026-05-01
u_01444,control_standard_recs,discovery_seeker,CA,mobile,48.6,0.35,0.094,2026-05-01
u_01445,treatment_ai_dj,casual_listener,CA,mobile,38.6,0.685,0.689,2026-05-01
u_01446,control_standard_recs,genre_loyalist,UK,mobile,46.3,0.498,0.402,2026-05-01
u_01447,treatment_ai_dj,mood_context_listener,US,mobile,32.8,0.451,0.3,2026-05-01
u_01448,treatment_ai_dj,genre_loyalist,CA,mobile,50.9,0.416,0.21,2026-05-01
u_01449,treatment_ai_dj,heavy_playlist_user,CA,desktop,41.5,0.179,0.319,2026-05-01
u_01450,treatment_ai_dj,casual_listener,US,mobile,29.8,0.741,0.472,2026-05-01
u_01451,control_standard_recs,discovery_seeker,US,mobile,37.9,0.303,0.302,2026-05-01
u_01452,treatment_ai_dj,casual_listener,US,mobile,35.1,0.373,0.674,2026-05-01
u_01453,treatment_ai_dj,genre_loyalist,US,mobile,43.9,0.935,0.314,2026-05-01
u_01454,treatment_ai_dj,mood_context_listener,US,desktop,23.8,0.407,0.522,2026-05-01
u_01455,control_standard_recs,heavy_playlist_user,US,mobile,37.6,0.423,0.569,2026-05-01
u_01456,treatment_ai_dj,casual_listener,US,mobile,42.7,0.216,0.53,2026-05-01
u_01457,treatment_ai_dj,discovery_seeker,UK,mobile,38.4,0.191,0.439,2026-05-01
u_01458,treatment_ai_dj,genre_loyalist,UK,mobile,54.2,0.067,0.37,2026-05-01
u_01459,control_standard_recs,discovery_seeker,CA,mobile,47.3,0.051,0.552,2026-05-01
u_01460,treatment_ai_dj,heavy_playlist_user,US,speaker,37.9,0.545,0.348,2026-05-01
u_01461,control_standard_recs,heavy_playlist_user,US,mobile,40.6,0.32,0.324,2026-05-01
u_01462,treatment_ai_dj,genre_loyalist,AU,mobile,41.5,0.014,0.357,2026-05-01
u_01463,control_standard_recs,discovery_seeker,US,mobile,42.8,0.792,0.686,2026-05-01
u_01464,treatment_ai_dj,discovery_seeker,IE,mobile,16.1,0.654,0.566,2026-05-01
u_01465,treatment_ai_dj,casual_listener,AU,mobile,34.4,0.34,0.115,2026-05-01
u_01466,control_standard_recs,discovery_seeker,US,mobile,20.2,0.705,0.553,2026-05-01
u_01467,treatment_ai_dj,discovery_seeker,IE,desktop,53.3,0.608,0.16,2026-05-01
u_01468,control_standard_recs,heavy_playlist_user,US,mobile,37.3,0.425,0.436,2026-05-01
u_01469,treatment_ai_dj,genre_loyalist,US,mobile,35.7,0.16,0.681,2026-05-01
u_01470,treatment_ai_dj,casual_listener,UK,speaker,48.8,0.379,0.424,2026-05-01
u_01471,treatment_ai_dj,discovery_seeker,US,car,43.1,0.344,0.069,2026-05-01
u_01472,treatment_ai_dj,casual_listener,AU,mobile,24.5,0.258,0.698,2026-05-01
u_01473,treatment_ai_dj,casual_listener,US,mobile,37.1,0.486,0.705,2026-05-01
u_01474,control_standard_recs,heavy_playlist_user,US,mobile,34.0,0.596,0.449,2026-05-01
u_01475,control_standard_recs,casual_listener,UK,mobile,17.1,0.414,0.434,2026-05-01
u_01476,treatment_ai_dj,discovery_seeker,UK,mobile,29.7,0.13,0.654,2026-05-01
u_01477,treatment_ai_dj,casual_listener,US,mobile,35.8,0.207,0.18,2026-05-01
u_01478,treatment_ai_dj,mood_context_listener,US,desktop,36.6,0.799,0.302,2026-05-01
u_01479,treatment_ai_dj,genre_loyalist,AU,mobile,20.2,0.085,0.318,2026-05-01
